job_id,job_title,job_description,job_skill_set,Salary Range,location,company,experience_level,Industry,Job Type,Date Posted
71ff193a-7c85-4ff7-96e2-4025a8e57054,Software Engineer,Develop software,"Java, Python","£40,000 - £60,000",London,ABC Tech,Entry-Level,Technology,Full-Time,1/5/2023
645da9da-9ba9-4d47-b011-cacfdd4972dc,Data Analyst,Analyze data,"SQL, Excel","£35,000 - £50,000",Manchester,XYZ Analytics,Junior,Analytics,Full-Time,2/10/2023
8ae0f932-b6f5-400d-9b1a-ca520fd9033b,Network Engineer,Maintain networks,"Cisco, WAN","£45,000 - £70,000",Birmingham,Network Solutions,Mid-Level,Networking,Full-Time,3/15/2023
c037b846-4335-4488-80ea-58e7b29657a0,Cloud Architect,Design cloud,"AWS, Azure","£60,000 - £90,000",Edinburgh,Cloud Innovators,Senior,Cloud Computing,Full-Time,4/20/2023
0abb55af-2e4c-48b1-86c5-d6453242fdf5,Cybersecurity Analyst,Protect data,Cybersecurity,"£50,000 - £80,000",Glasgow,SecureGuard,Mid-Level,Security,Full-Time,5/25/2023
333944f4-176d-4516-ae60-9235a3f197b1,IT Project Manager,Manage projects,"PMP, Agile","£70,000 - £100,000",Leeds,Project Leaders,Senior,Project Management,Full-Time,6/30/2023
80c783a8-3fca-4b43-95ae-1d49e1dc3478,Data Scientist,Analyze big data,"R, Python","£55,000 - £85,000",Bristol,Data Insights,Mid-Level,Data Science,Full-Time,7/5/2023
1e2e6484-373e-436b-948b-c6a0902258d5,DevOps Engineer,Streamline devops,"Docker, Jenkins","£50,000 - £75,000",Newcastle,DevOps Solutions,Mid-Level,DevOps,Full-Time,8/10/2023
3eddd76e-7903-442c-8f33-c584f31c1f60,IT Support Analyst,Provide IT support,"Windows, Linux","£30,000 - £45,000",Sheffield,IT Services,Entry-Level,Support,Full-Time,9/15/2023
64231137-fe09-4359-bc49-5d2f3659a9aa,UX/UI Designer,Design user interfaces,UI/UX Design,"£40,000 - £70,000",Cardiff,Design Studios,Junior,Design,Full-Time,10/20/2023
6d356d4d-80a3-4447-84e3-261b66c7de76,Database Analyst,Manage databases,"SQL, Oracle, Database Management","£40,000 - £65,000",London,Data Solutions,Mid-Level,Database,Full-Time,11/25/2023
e21c133e-fca7-4b11-81a2-153f2bcb64d5,UI Developer,Design user interfaces,"HTML, CSS, JavaScript","£35,000 - £55,000",Manchester,Web Creations,Junior,Web Development,Full-Time,12/10/2023
50e0e664-3391-4c82-a582-06e27f36f97c,System Administrator,Maintain systems,"Windows Server, Active Directory","£45,000 - £70,000",Birmingham,System Services,Mid-Level,IT Services,Full-Time,1/15/2023
c913dcbd-2017-48f7-ae3c-8507b8b67bab,AI/ML Engineer,Develop AI models,"Python, TensorFlow, AI/ML","£55,000 - £85,000",Edinburgh,AI Innovations,Mid-Level,Artificial Intelligence,Full-Time,2/20/2023
a1c5613a-b805-431d-8225-c48b5d93e9bc,IT Auditor,Audit IT systems,"Audit, Risk Management","£50,000 - £80,000",Glasgow,Audit Experts,Mid-Level,Audit,Full-Time,3/25/2023
32a77312-f1e7-446b-b525-2f72fc9f5824,Network Security Engineer,Secure networks,"Firewall, VPN, Security","£55,000 - £90,000",Leeds,SecureNet,Mid-Level,Security,Full-Time,4/30/2023
bb023d9b-240c-4317-a1b1-a6913409b6af,Software Tester,Test software,"Manual Testing, Bug Tracking","£30,000 - £50,000",Bristol,QA Solutions,Entry-Level,Quality Assurance,Full-Time,5/5/2023
61f37c2f-f5c3-4e68-bb0f-91e746b61a9a,Cloud Solutions Architect,Design cloud solutions,"AWS, Azure, Architecture","£65,000 - £100,000",Newcastle,Cloud Architects,Senior,Cloud Computing,Full-Time,6/10/2023
ea2403c5-48f4-4af9-a5bc-254c8f572cbb,IT Consultant,Provide IT consultancy,"Consulting, IT Strategy","£60,000 - £90,000",Sheffield,IT Consultants,Senior,Consulting,Full-Time,7/15/2023
191a983e-e7b9-45b8-93f8-3d5cd1ab4efc,Front-end Developer,Develop web interfaces,"JavaScript, React","£40,000 - £75,000",Cardiff,Web Studios,Mid-Level,Web Development,Full-Time,8/20/2023
b9a62c41-1160-463b-9f97-2cbbeb7c810d,Business Analyst,Analyze business needs,"Business Analysis, Requirements","£45,000 - £80,000",London,Biz Analysts,Mid-Level,Business Analysis,Full-Time,9/25/2023
ec796d82-b883-4433-94a9-80975ca75c25,IT Helpdesk Support,Provide IT support,"Troubleshooting, Customer Service","£25,000 - £40,000",Manchester,IT Helpdesk,Entry-Level,Support,Full-Time,10/30/2023
85197944-4c27-4887-b538-6d87f0a2bb78,DevSecOps Engineer,Secure DevOps pipeline,"DevSecOps, CI/CD","£60,000 - £95,000",Birmingham,Secure DevOps,Mid-Level,DevOps,Full-Time,11/5/2023
85ab6797-0219-4ec9-9b69-9d9f2aa662c6,Data Engineer,Build data pipelines,"ETL, Big Data, SQL","£50,000 - £85,000",Edinburgh,Data Engineers,Mid-Level,Data Engineering,Full-Time,12/10/2023
c7e2511f-0cd8-493c-8a14-665b2417893b,IT Trainer,Train IT professionals,"Training, IT Education","£35,000 - £60,000",Glasgow,IT Training,Junior,Education,Full-Time,1/15/2023
267a55cc-1977-480b-8ab4-23f9c77517c2,Cloud Security Engineer,Secure cloud,"Cloud Security, Encryption","£65,000 - £100,000",Leeds,SecureCloud,Mid-Level,Security,Full-Time,2/20/2023
e5cfef63-968f-4031-919a-54a399724abc,IT Procurement Specialist,Procure IT resources,"Procurement, Vendor Management","£50,000 - £80,000",Bristol,ProcureIT,Mid-Level,Procurement,Full-Time,3/25/2023
410b74ad-4958-46da-8cb9-78ea93099056,UX Researcher,Conduct UX research,"User Research, UX Design","£45,000 - £75,000",Newcastle,UX Labs,Mid-Level,Design,Full-Time,4/30/2023
91d0c86c-1e29-485f-b34f-1645ea9a8858,Blockchain Developer,Develop blockchain,"Blockchain, Solidity","£55,000 - £90,000",Sheffield,Blockchain Tech,Mid-Level,Blockchain,Full-Time,5/5/2023
8ad27cc6-e73c-436e-b876-51d0777760d8,IT Risk Analyst,Analyze IT risks,"Risk Assessment, Compliance","£50,000 - £80,000",Cardiff,Risk Analysts,Mid-Level,Risk Management,Full-Time,6/10/2023
b1f9375f-8c73-44be-ae4e-5f5add93fa72,Cloud Support Engineer,Support cloud,"AWS, Azure, Cloud Services","£40,000 - £70,000",London,Cloud Support,Junior,Support,Full-Time,7/15/2023
e2b731a9-babb-4cdf-beda-8512a6c8204a,IT Sales Manager,Manage IT sales team,"Sales, IT Sales","£70,000 - £110,000",Manchester,Sales Leaders,Senior,Sales,Full-Time,8/20/2023
6723abff-7072-4a86-ac5b-e649ff8d45ab,Data Privacy Officer,Ensure data privacy,"GDPR, Data Protection","£55,000 - £85,000",Birmingham,Data Privacy,Mid-Level,Data Privacy,Full-Time,9/25/2023
1c02f1a4-d19f-4f56-b4c9-c416f85a4cac,Software Architect,Design software,"Architecture, Design Patterns","£75,000 - £120,000",Edinburgh,Software Architects,Senior,Software Design,Full-Time,10/30/2023
f84e0b70-fd34-4ec9-ab63-ec89a90e996d,IT Quality Analyst,Ensure software quality,"QA, Testing","£45,000 - £75,000",Glasgow,QA Analysts,Mid-Level,Quality Assurance,Full-Time,11/5/2023
b502ce62-31ce-4e96-b4ed-80946d4b4c19,Mobile App Developer,Develop mobile apps,"iOS, Android, Mobile Development","£50,000 - £90,000",Leeds,Mobile Devs,Mid-Level,Mobile Development,Full-Time,12/10/2023
a42a3f44-f79d-4126-bfcf-9844e43b883f,IT Procurement Manager,Manage procurement,"Procurement, Supply Chain","£70,000 - £110,000",Bristol,Procurement Mgmt,Senior,Procurement,Full-Time,1/15/2023
0a93a442-9776-49a8-a18e-67c77f64b273,IT Compliance Officer,Ensure IT compliance,"Compliance, Regulations","£60,000 - £95,000",Newcastle,Compliance Experts,Mid-Level,Compliance,Full-Time,2/20/2023
3ca1688e-0763-4485-9dc8-83072d76bac2,Full-stack Developer,Develop full-stack apps,"JavaScript, Node.js","£55,000 - £90,000",Sheffield,Full-stack Devs,Mid-Level,Web Development,Full-Time,3/25/2023
64bebbc4-0eda-471c-a55d-c569cfb51296,IT Business Analyst,Analyze IT needs,"Business Analysis, IT Strategy","£50,000 - £85,000",Cardiff,IT Analysts,Mid-Level,Business Analysis,Full-Time,4/30/2023
c34e9f23-7261-4f90-9a1b-042551a5860b,IT Trainer Assistant,Assist IT training,"Training, IT Education","£30,000 - £50,000",London,IT Training Assist,Entry-Level,Education,Full-Time,5/5/2023
158938d0-5f94-43b4-8296-007d7ef539aa,AI Ethics Consultant,Ensure AI ethics,"Ethics, AI Governance","£60,000 - £100,000",Manchester,AI Ethics,Mid-Level,Ethics,Full-Time,6/10/2023
9b31fb3f-cc4c-48a3-93aa-c35a52ae4010,IT Support Specialist,Provide IT support,"Windows, Troubleshooting","£35,000 - £55,000",Birmingham,IT Support Specialists,Junior,Support,Full-Time,7/15/2023
688e76ec-1d45-40d9-94e5-5ec545351d3b,Data Analytics Manager,Manage data analytics,"Data Analytics, Team Management","£70,000 - £110,000",Edinburgh,Data Managers,Senior,Analytics,Full-Time,8/20/2023
f6ebeb16-0a64-4f2c-9a85-f4d7eae50da8,IT Project Coordinator,Coordinate IT projects,Project Coordination,"£40,000 - £70,000",Glasgow,Project Coordinators,Mid-Level,Project Management,Full-Time,9/25/2023
015488f3-c683-45ba-ae84-a08d636320ed,Cloud Solutions Analyst,Analyze cloud solutions,"AWS, Azure, Cloud Analysis","£45,000 - £75,000",Leeds,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,10/30/2023
1b044db0-4a38-4418-b296-02d04c4e7069,IT Governance Manager,Manage IT governance,"IT Governance, Compliance","£65,000 - £100,000",Bristol,IT Governance Mgmt,Senior,Governance,Full-Time,11/5/2023
e7997e07-c7ba-41b5-85bd-faedfabe3538,Cybersecurity Engineer,Secure IT systems,"Cybersecurity, Penetration Testing","£55,000 - £90,000",Newcastle,Cybersecurity Engineers,Mid-Level,Security,Full-Time,12/10/2023
2c281358-92c1-4c7e-a7f8-9e78fd1fbc68,IT Procurement Analyst,Analyze IT procurement,Procurement Analysis,"£50,000 - £85,000",Cardiff,Procurement Analysts,Mid-Level,Procurement,Full-Time,1/15/2023
43053753-6fdc-4a5f-8132-6ac0b660684b,UX Designer,Design user experiences,"UX Design, Prototyping","£45,000 - £75,000",London,UX Designers,Mid-Level,Design,Full-Time,2/20/2023
cb8cd23a-1c4b-4385-a3bc-45223f0c15d7,IT Change Manager,Manage IT changes,"Change Management, IT Strategy","£60,000 - £100,000",Manchester,Change Managers,Senior,Change Management,Full-Time,3/25/2023
ba100813-8be7-4247-b009-a8136389f25e,IT Service Desk Analyst,Provide service desk support,"IT Service Desk, Troubleshooting","£30,000 - £50,000",Birmingham,Service Desk,Entry-Level,Support,Full-Time,4/30/2023
c69a70cd-3cbe-4963-b0d6-8e0a56bbf587,Cloud Security Analyst,Analyze cloud security,"Cloud Security, Threat Analysis","£45,000 - £75,000",Edinburgh,Cloud Security,Mid-Level,Security,Full-Time,5/5/2023
cf92e9f2-840f-45f1-a1d8-fba14cc09226,IT Business Continuity Manager,Ensure business continuity,"Business Continuity, Disaster Recovery","£70,000 - £110,000",Glasgow,Continuity Managers,Senior,Business Continuity,Full-Time,6/10/2023
8c5fb5e4-04c4-4932-8c37-f1214d96cf47,QA Automation Engineer,Automate software testing,"Test Automation, Selenium","£55,000 - £90,000",Leeds,QA Automation,Mid-Level,Quality Assurance,Full-Time,7/15/2023
38253283-41fb-40e4-8762-46d13985f777,Data Governance Analyst,Manage data governance,"Data Governance, Data Quality","£50,000 - £85,000",Bristol,Data Governance,Mid-Level,Governance,Full-Time,8/20/2023
84744b62-004d-4d7e-9049-d1cae9c60fe4,IT Trainer Specialist,Specialize in IT training,"Training, Specialization","£40,000 - £70,000",Newcastle,IT Training Specialists,Mid-Level,Education,Full-Time,9/25/2023
76d10a53-2e87-46d5-858d-320d5c94ce31,Machine Learning Engineer,Develop ML models,"Machine Learning, Python","£60,000 - £100,000",Cardiff,ML Engineers,Mid-Level,Machine Learning,Full-Time,10/30/2023
1093b7e9-80c9-4262-9873-6e8cfb35b147,IT Asset Manager,Manage IT assets,"IT Asset Management, Inventory","£55,000 - £90,000",London,Asset Managers,Mid-Level,Asset Management,Full-Time,11/5/2023
c492808c-7bc7-4714-a674-9606d206c44c,IT Security Consultant,Provide security consultancy,Security Consulting,"£50,000 - £85,000",Manchester,Security Consultants,Mid-Level,Security,Full-Time,12/10/2023
cd10b033-8c39-4c66-8595-8853ae3c5d82,Data Analyst Intern,Analyze data as an intern,"SQL, Excel","£20,000 - £30,000",Birmingham,Data Interns,Internship,Analytics,Full-Time,1/15/2023
e6354052-c433-4a84-a3be-d3fb763f348f,IT Sales Representative,Sell IT solutions,"Sales, IT Sales","£40,000 - £70,000",Edinburgh,Sales Reps,Junior,Sales,Full-Time,2/20/2023
f222b516-c9f8-4fa3-87bb-5da8b948f850,Cloud Migration Specialist,Migrate to the cloud,"Cloud Migration, AWS, Azure","£55,000 - £90,000",Glasgow,Cloud Migrators,Mid-Level,Cloud Computing,Full-Time,3/25/2023
df6e9226-db59-4506-98a4-28b2b55cf2a4,IT Procurement Coordinator,Coordinate IT procurement,Procurement Coordination,"£45,000 - £75,000",Leeds,Procurement Coordinators,Mid-Level,Procurement,Full-Time,4/30/2023
ce5b90aa-4fef-437e-8cb1-bffaa9c81b44,IT Analyst Trainee,Train as an IT analyst,"IT Analysis, Training","£25,000 - £35,000",Bristol,IT Analyst Trainees,Entry-Level,Training,Full-Time,5/5/2023
358b614d-0422-4979-b399-3a9fbeff33e0,UX Research Assistant,Assist in UX research,"UX Research, Support","£30,000 - £45,000",Newcastle,UX Research Assistants,Entry-Level,Research,Full-Time,6/10/2023
1ea70afe-95ab-4c27-9ec7-8e7db8b71702,IT Compliance Specialist,Ensure IT compliance,"Compliance, Regulations","£50,000 - £85,000",Cardiff,Compliance Specialists,Mid-Level,Compliance,Full-Time,7/15/2023
d561f071-e44e-4378-85e6-333c1045dd9f,Software Development Intern,Intern in software dev,"Programming, Internship","£20,000 - £30,000",London,Dev Interns,Internship,Software Development,Full-Time,8/20/2023
4239b550-bc38-48ab-9a0b-b1fe0aec8531,Network Administrator Trainee,Train as network admin,"Networking, Training","£25,000 - £35,000",Manchester,Network Admin Trainees,Entry-Level,Networking,Full-Time,9/25/2023
164fc451-eff8-4827-a097-dd83ee9a4957,Cloud Solutions Intern,Intern in cloud solutions,"Cloud Computing, Internship","£20,000 - £30,000",Birmingham,Cloud Interns,Internship,Cloud,Full-Time,10/30/2023
e193b83f-6597-4e8a-8767-528280146bb9,Data Engineer,Build data pipelines,"Big Data, Python, SQL","£55,000 - £85,000",Cardiff,Data Innovators,Mid-Level,Data Engineering,Full-Time,1/5/2023
b45eea67-cd35-4937-88fa-af34cc8e1e37,Software Developer,Develop software,"Java, C++, Software Design","£50,000 - £80,000",Leeds,CodeCrafters,Mid-Level,Software Development,Full-Time,2/10/2023
2088d7cc-c5fe-4c1e-8962-9c6664518c6b,IT Analyst,Analyze IT systems,"IT Analysis, Troubleshooting","£40,000 - £65,000",Birmingham,IT Insights,Junior,IT Analysis,Full-Time,3/15/2023
ea93abd9-0d35-4c91-8d2c-93cf92f4ec7d,Cloud Solutions Architect,Design cloud solutions,"AWS, Azure, Cloud Architecture","£60,000 - £90,000",Manchester,Cloud Architects,Senior,Cloud Computing,Full-Time,4/20/2023
2adb3a06-bbb9-4f30-b5a1-f9e7c0c24a20,Cybersecurity Analyst,Protect data,"Cybersecurity, Threat Analysis","£50,000 - £80,000",Edinburgh,SecureGuard,Mid-Level,Security,Full-Time,5/25/2023
e6c55316-bc3f-4e27-b272-3bffbca727e2,IT Project Manager,Manage projects,"PMP, Agile, Project Management","£70,000 - £100,000",Glasgow,Project Leaders,Senior,Project Management,Full-Time,6/30/2023
9db270d9-2912-4232-b83e-c7b847de69c0,Data Scientist,Analyze big data,"R, Python, Machine Learning","£55,000 - £85,000",Newcastle,Data Insights,Mid-Level,Data Science,Full-Time,7/5/2023
ecfae9da-be21-4033-872d-8a88d6d46583,DevOps Engineer,Streamline devops,"Docker, Jenkins, DevOps","£50,000 - £75,000",Sheffield,DevOps Solutions,Mid-Level,DevOps,Full-Time,8/10/2023
f12ce6d7-0df7-4f6b-ab6c-928e9362ff2e,IT Support Analyst,Provide IT support,"Windows, Linux, Troubleshooting","£30,000 - £45,000",Cardiff,IT Services,Entry-Level,Support,Full-Time,9/15/2023
bf20c2e5-f010-42f2-a58a-90ef6687f340,UX/UI Designer,Design user interfaces,"UI/UX Design, Prototyping","£40,000 - £70,000",London,Design Studios,Junior,Design,Full-Time,10/20/2023
571b8007-ab51-42ef-88ec-2dbb32faf82d,Database Analyst,Manage databases,"SQL, Oracle, Database Management","£40,000 - £65,000",Manchester,Data Solutions,Mid-Level,Database,Full-Time,11/25/2023
30207397-1214-4cdf-9cf7-ada20a19c039,UI Developer,Design web interfaces,"HTML, CSS, JavaScript","£35,000 - £55,000",Birmingham,Web Creations,Junior,Web Development,Full-Time,12/10/2023
5126f0e4-d284-43ed-8c40-c82fd3c31d23,System Administrator,Maintain systems,"Windows Server, Networking","£45,000 - £70,000",Edinburgh,System Services,Mid-Level,IT Services,Full-Time,12/15/2023
8b41ecbf-8aff-4a6b-aeb2-d569c2f5fefa,AI/ML Engineer,Develop AI models,"Python, TensorFlow, AI/ML","£55,000 - £85,000",Glasgow,AI Innovations,Mid-Level,Artificial Intelligence,Full-Time,12/20/2023
ad92bdce-f172-44e7-b520-d05c35c91703,IT Auditor,Audit IT systems,"Audit, Risk Management","£50,000 - £80,000",Leeds,Audit Experts,Mid-Level,Audit,Full-Time,12/25/2023
3b6ec6a5-f5a8-472c-a55e-fe5ea13f265d,Network Security Engineer,Secure networks,"Security, Firewall","£55,000 - £90,000",Bristol,SecureNet,Mid-Level,Security,Full-Time,12/30/2023
dd4b47d4-d380-4532-934a-253db4942427,Software Tester,Test software,"Manual Testing, Bug Tracking","£30,000 - £50,000",Newcastle,QA Solutions,Entry-Level,Quality Assurance,Full-Time,12/31/2023
0144e5d7-c5cc-4f59-b14f-337bbfb79077,Cloud Solutions Architect,Design cloud solutions,"AWS, Azure, Cloud Architecture","£60,000 - £90,000",Cardiff,Cloud Innovators,Senior,Cloud Computing,Full-Time,12/10/2023
87b20a4b-981e-45a0-8413-39b98e669541,IT Consultant,Provide IT consultancy,"Consulting, IT Strategy","£60,000 - £90,000",Birmingham,IT Consultants,Senior,Consulting,Full-Time,12/15/2023
105b294e-a590-4900-88c4-b45b0e8b7c62,Front-end Developer,Develop web interfaces,"JavaScript, React","£40,000 - £75,000",Edinburgh,Web Studios,Mid-Level,Web Development,Full-Time,12/20/2023
3958bc0b-a0c0-4caa-9ba6-d85da1786075,Business Analyst,Analyze business needs,"Business Analysis, Requirements","£45,000 - £80,000",Glasgow,Biz Analysts,Mid-Level,Business Analysis,Full-Time,12/25/2023
7fb98f2a-7ab6-4920-bba3-ea6546ec02ce,IT Helpdesk Support,Provide IT support,"Troubleshooting, Customer Service","£25,000 - £40,000",Leeds,IT Helpdesk,Entry-Level,Support,Full-Time,12/30/2023
916fdba4-86af-446b-a3b0-e272aef91428,DevSecOps Engineer,Secure DevOps pipeline,"DevSecOps, CI/CD","£60,000 - £95,000",Bristol,Secure DevOps,Mid-Level,DevOps,Full-Time,12/31/2023
0b5c4919-8389-47f8-a469-ab1d34651a9c,Data Engineer,Build data pipelines,"ETL, Big Data, SQL","£50,000 - £85,000",Cardiff,Data Engineers,Mid-Level,Data Engineering,Full-Time,1/5/2022
5a7d1754-451d-4e38-9162-03b2c6a1a9bf,IT Trainer,Train IT professionals,"Training, IT Education","£35,000 - £60,000",Manchester,IT Training,Junior,Education,Full-Time,2/10/2022
bfba4124-701c-4bdb-8a9e-ee01f6a37dbb,Cloud Security Engineer,Secure cloud,"Cloud Security, Encryption","£65,000 - £100,000",Birmingham,SecureCloud,Mid-Level,Security,Full-Time,3/15/2022
bd460123-f47f-4d39-b51a-43fe76c74d6e,IT Procurement Specialist,Procure IT resources,"Procurement, Vendor Management","£50,000 - £80,000",Edinburgh,ProcureIT,Mid-Level,Procurement,Full-Time,4/20/2022
d3f7a800-fe2c-466b-b797-085a51521889,UX Researcher,Conduct UX research,"User Research, UX Design","£45,000 - £75,000",Glasgow,UX Labs,Mid-Level,Design,Full-Time,5/25/2022
994584f9-f423-4090-af4e-f05c9a85207e,Blockchain Developer,Develop blockchain,"Blockchain, Solidity","£55,000 - £90,000",Leeds,Blockchain Tech,Mid-Level,Blockchain,Full-Time,6/30/2022
eebe269c-04a3-498d-8c57-2ce5f9dfa810,IT Risk Analyst,Analyze IT risks,"Risk Assessment, Compliance","£50,000 - £80,000",Cardiff,Risk Analysts,Mid-Level,Risk Management,Full-Time,7/5/2022
2b3a7112-8d52-4c64-afed-79dacca17bce,Cloud Support Engineer,Support cloud,"AWS, Azure, Cloud Services","£40,000 - £70,000",London,Cloud Support,Junior,Support,Full-Time,8/10/2022
3b226455-f5c6-4330-9c2f-a1b1f08447de,IT Sales Manager,Manage IT sales team,"Sales, IT Sales","£70,000 - £110,000",Manchester,Sales Leaders,Senior,Sales,Full-Time,9/15/2022
aec23675-48fa-41d3-a15a-e27d6b8109f1,Data Privacy Officer,Ensure data privacy,"GDPR, Data Protection","£55,000 - £85,000",Birmingham,Data Privacy,Mid-Level,Data Privacy,Full-Time,10/20/2022
833c9daf-8307-4761-bb2b-4119c3c88e26,Software Architect,Design software,"Architecture, Design Patterns","£75,000 - £120,000",Edinburgh,Software Architects,Senior,Software Design,Full-Time,11/25/2022
2a2ca6ce-ad3e-4e1e-8101-58c6b056efcf,IT Quality Analyst,Ensure software quality,"QA, Testing","£45,000 - £75,000",Glasgow,QA Analysts,Mid-Level,Quality Assurance,Full-Time,12/10/2022
331f8719-d893-4508-84f5-2250c4f8feec,Mobile App Developer,Develop mobile apps,"iOS, Android, Mobile Development","£50,000 - £90,000",Leeds,Mobile Devs,Mid-Level,Mobile Development,Full-Time,12/15/2022
3783d91d-e336-4648-b930-79e802e3a1a1,IT Procurement Manager,Manage procurement,"Procurement, Supply Chain","£70,000 - £110,000",Cardiff,Procurement Mgmt,Senior,Procurement,Full-Time,12/20/2022
c6aa076a-670f-403f-be34-7c86bd740db3,IT Compliance Officer,Ensure IT compliance,"Compliance, Regulations","£60,000 - £95,000",London,Compliance Experts,Mid-Level,Compliance,Full-Time,12/25/2022
0de4c6f2-5afb-4b03-8221-045571eeee48,Full-stack Developer,Develop full-stack apps,"JavaScript, Node.js","£55,000 - £90,000",Manchester,Full-stack Devs,Mid-Level,Web Development,Full-Time,12/30/2022
e089fdea-aa5e-4405-952d-7bafbb07764e,IT Business Analyst,Analyze IT needs,"Business Analysis, IT Strategy","£50,000 - £85,000",Birmingham,IT Analysts,Mid-Level,Business Analysis,Full-Time,12/31/2022
be60a6d2-7418-40f8-81d8-6879d819a597,IT Trainer Assistant,Assist IT training,"Training, IT Education","£30,000 - £50,000",Edinburgh,IT Training Assist,Entry-Level,Education,Full-Time,12/10/2023
2b822b8a-ce42-4b9d-b0ca-86b75a34b63c,AI Ethics Consultant,Ensure AI ethics,"Ethics, AI Governance","£60,000 - £100,000",Glasgow,AI Ethics,Mid-Level,Ethics,Full-Time,12/15/2023
0005e6e9-772b-4fac-9e28-b26813e1563c,IT Support Specialist,Provide IT support,"Windows, Troubleshooting","£35,000 - £55,000",Leeds,IT Support Specialists,Junior,Support,Full-Time,12/20/2023
8b3b28a6-3771-4f2b-8af4-2cfc7a2dd16b,Data Analytics Manager,Manage data analytics,"Data Analytics, Team Management","£70,000 - £110,000",Cardiff,Data Managers,Senior,Analytics,Full-Time,12/25/2023
4faa2019-cf6c-48c0-952e-f153888f2d86,IT Project Coordinator,Coordinate IT projects,Project Coordination,"£40,000 - £70,000",London,Project Coordinators,Mid-Level,Project Management,Full-Time,12/30/2023
a2cc5f16-5d5f-4940-b658-22e6a1824fef,Cloud Solutions Analyst,Analyze cloud solutions,"AWS, Azure, Cloud Analysis","£45,000 - £75,000",Manchester,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,12/31/2023
0094a199-62af-4f22-935d-d857ae2f2101,IT Governance Manager,Manage IT governance,"IT Governance, Compliance","£65,000 - £100,000",Birmingham,IT Governance Mgmt,Senior,Governance,Full-Time,1/5/2022
affae892-4a79-4583-a4ec-9a0dd5917e48,Cybersecurity Engineer,Secure IT systems,"Cybersecurity, Penetration Testing","£55,000 - £90,000",Edinburgh,Cybersecurity Engineers,Mid-Level,Security,Full-Time,2/10/2022
e19204de-5c87-4dd5-b5d6-e8db1efde0b0,IT Procurement Analyst,Analyze IT procurement,Procurement Analysis,"£50,000 - £85,000",Glasgow,Procurement Analysts,Mid-Level,Procurement,Full-Time,3/15/2022
6956c79b-ed0e-4e83-83d1-04a84d95cf5c,UX Designer,Design user experiences,"UX Design, Prototyping","£45,000 - £75,000",Leeds,UX Designers,Mid-Level,Design,Full-Time,4/20/2022
